5.976700000000000000e+04,5.984800000000000000e+04
8.539800000000000000e+04,8.559500000000000000e+04
4.948500000000000000e+04,4.956200000000000000e+04
1.178100000000000000e+04,1.186200000000000000e+04
1.027830000000000000e+05,1.029090000000000000e+05
1.198600000000000000e+05,1.199170000000000000e+05
4.128300000000000000e+04,4.143500000000000000e+04
1.113020000000000000e+05,1.114200000000000000e+05
5.120500000000000000e+04,5.136800000000000000e+04
1.024240000000000000e+05,1.025580000000000000e+05
