8.524500000000000000e+04,8.563300000000000000e+04
1.066210000000000000e+05,1.068040000000000000e+05
1.216150000000000000e+05,1.217240000000000000e+05
7.256800000000000000e+04,7.280900000000000000e+04
1.290050000000000000e+05,1.291400000000000000e+05
1.027610000000000000e+05,1.029290000000000000e+05
1.112900000000000000e+05,1.114210000000000000e+05
7.019600000000000000e+04,7.074600000000000000e+04
4.127400000000000000e+04,4.144400000000000000e+04
3.555700000000000000e+04,3.569000000000000000e+04
